11476;Hogar;Mañana;6.391768274033701;30728.138746914083
10668;Electronica;Tarde;28.73199310061923;16215.269652511872
10452;Indumentaria;Mañana;39.456467207193285;33146.84307382616
11062;Hogar;Noche;46.04322131635865;31267.890572736826
10370;Ferreteria;Noche;45.58298343072845;24503.12536063852
10737;Electronica;Noche;67.1982914987076;17773.112339618478
10346;Hogar;Tarde;36.08450441480691;28682.04690808101
10484;Electronica;Noche;64.23148381437832;24990.825687396293
10956;Ferreteria;Noche;30.869011476564506;21524.154299602826
11049;Electronica;Noche;71.45336160010078;30456.769820799145
10529;Indumentaria;Mañana;47.127915828112485;16860.759829682334
11483;Electronica;Noche;36.56864512043708;17851.78812037343
10626;Electronica;Mañana;63.13899166453109;43456.16733562889
11399;Electronica;Noche;28.83188845546912;35796.665912376
10943;Electronica;Tarde;49.95250261789451;5144.109314237558
11007;Electronica;Tarde;35.78645072176954;25882.95085373532
10958;Indumentaria;Noche;49.67552703196828;25578.90808792638
10078;Hogar;Tarde;28.282862596929817;27114.38257580347
10731;Electronica;Mañana;39.90128241346174;26089.383064518614
10844;Electronica;Tarde;34.06381255345951;26031.47352998252
11229;Hogar;Tarde;34.904297323094816;12016.535978550097
10555;Ferreteria;Mañana;37.63841805265679;30869.161173450368
10776;Electronica;Tarde;30.984725871322333;18344.950052609005
10139;Electronica;Tarde;30.87615723974032;22149.677643161725
10592;Electronica;Noche;31.35952845539081;15749.463101322846
10242;Ferreteria;Tarde;41.45036721703431;23427.82304458093
10744;Hogar;Tarde;32.11368086453896;19824.43863000308
11404;Indumentaria;Tarde;35.95188155823568;37852.37909030668
11267;Ferreteria;Tarde;64.61226284315018;7755.272482055134
10201;Ferreteria;Noche;57.19435668548474;21026.313408556733
10774;Indumentaria;Noche;50.568193020852455;21861.431979898065
10692;Electronica;Mañana;16.806590579849672;28536.632294408064
11192;Electronica;Tarde;39.617303746306206;26080.575038894352
10211;Hogar;Noche;37.66527768856263;35793.01078534725
11461;Electronica;Mañana;41.06555981715251;9505.637690142088
11462;Electronica;Noche;50.60221781598241;21738.579107404104
11117;Electronica;Mañana;69.39214198174668;29937.923634851057
10437;Ferreteria;Noche;40.24870005902223;35639.974700373255
11491;Hogar;Noche;52.91853973414346;20341.542976550543
10514;Indumentaria;Mañana;25.99658292714223;16270.967702377468
11083;Ferreteria;Mañana;16.838356721458368;10324.869549755336
10152;Electronica;Noche;56.01391375765088;25645.65301109393
10486;Hogar;Tarde;49.75413925518245;27464.685286073123
10531;Ferreteria;Tarde;46.46513783340419;12049.557529138568
11073;Hogar;Mañana;49.46784141309032;14230.91171235246
10961;Electronica;Noche;73.14260119841568;25858.527317295688
10931;Ferreteria;Tarde;68.53401743516244;33481.18164162128
10057;Electronica;Noche;45.52279314587649;23037.59566933976
10033;Indumentaria;Mañana;34.343211752475725;31913.23370776709
10371;Ferreteria;Noche;47.314737474503794;34830.71436058043
10107;Ferreteria;Mañana;66.52870539708805;35990.46261941684
10250;Indumentaria;Tarde;32.360701179146545;30232.84476685289
10304;Indumentaria;Noche;32.10989574451034;10791.981288491705
10814;Ferreteria;Tarde;54.81981244362012;25481.09582374634
11494;Indumentaria;Mañana;42.790494041174725;14692.398515285604
10721;Hogar;Noche;35.67559238946146;29498.946332933425
10249;Hogar;Mañana;61.78894417162894;40848.64715143374
10161;Electronica;Tarde;57.72494250564495;16350.903097618708
10454;Electronica;Tarde;53.68767028937572;24808.181580016288
10900;Electronica;Mañana;60.87756450676767;17129.648658473423
10913;Indumentaria;Mañana;36.17942132311688;26943.49883540566
10223;Ferreteria;Noche;63.81535302859069;22996.810821039315
10025;Indumentaria;Tarde;49.81578499998246;30546.59752266081
10190;Hogar;Tarde;34.63023943474835;17772.58866904845
11114;Hogar;Noche;25.62733348356292;34320.98991856108
11346;Hogar;Tarde;43.077217956213495;24388.882909865333
10403;Electronica;Noche;58.13261970767263;23070.378001598838
10221;Hogar;Mañana;39.34628661879156;22755.386576441528
11147;Indumentaria;Mañana;60.49677773099761;18691.08241789896
10366;Indumentaria;Mañana;50.82363971678016;12245.372053748337
10883;Ferreteria;Mañana;28.34021705625471;30179.27102859842
11345;Hogar;Noche;45.07219961065177;22383.89051205209
11163;Indumentaria;Tarde;47.41577217894883;46989.1594758711
10969;Hogar;Mañana;40.151430532168646;20850.555342914256
11211;Ferreteria;Tarde;30.890326535386286;23459.87020925957
10173;Ferreteria;Tarde;60.84982925659188;37284.499023323326
11275;Ferreteria;Tarde;62.43301183561128;28291.16701726689
11264;Indumentaria;Noche;32.98528810023437;24146.59454444543
10439;Hogar;Tarde;43.27240608345087;33773.65144272102
10424;Ferreteria;Noche;23.7757108392534;9101.278585118043
10359;Hogar;Tarde;25.184902562022447;35489.246944900784
10101;Indumentaria;Mañana;53.04625098592564;14582.086327869418
10687;Electronica;Noche;38.56422109728224;10688.084697623965
10654;Indumentaria;Mañana;22.840079386407904;15035.835283989314
10632;Electronica;Mañana;68.09410272002272;18828.242838228056
10398;Ferreteria;Tarde;37.30033157514946;20484.98228785183
10171;Electronica;Noche;55.47374870666724;18420.23269720568
10301;Electronica;Tarde;33.08159208887169;23048.77422939629
10732;Electronica;Mañana;82.00805566218739;26421.68356024159
10821;Ferreteria;Mañana;47.72758555807591;24672.485371049297
10516;Ferreteria;Mañana;38.93674482039585;33496.1294143643
10564;Ferreteria;Noche;26.375756703059587;28992.71836042658
